model,points,win,nb_cards_played,nb_card_3rd_age
manual,40,0,16,6
manual,50,1,17,6
manual,41,0,18,6
manual,54,1,17,6
manual,47,0,16,5
manual,54,1,18,6
manual,49,0,18,6
manual,48,0,13,4
manual,45,0,15,5
manual,41,0,15,6
manual,46,1,17,5
manual,56,1,15,6
manual,41,0,15,6
manual,33,0,14,5
manual,49,1,17,6
manual,44,0,17,6
manual,38,0,16,4
manual,54,1,17,6
manual,45,0,16,6
manual,40,0,15,6
manual,42,0,14,6
manual,46,0,18,6
manual,51,1,15,6
manual,43,0,17,6
manual,47,1,15,6
manual,36,0,17,5
manual,48,1,18,6
manual,45,0,15,4
manual,46,0,16,6
manual,34,0,14,4
manual,60,1,18,6
manual,41,0,16,6
manual,47,0,15,6
manual,48,1,17,6
manual,44,0,13,5
manual,35,0,15,6
manual,45,1,16,6
manual,44,0,17,6
manual,55,1,16,6
manual,51,0,13,4
manual,37,0,14,4
manual,45,0,15,5
manual,49,1,15,5
manual,32,0,18,6
manual,46,1,14,5
manual,38,0,15,5
manual,37,0,17,5
manual,43,0,15,5
manual,44,0,18,6
manual,52,1,17,6
manual,39,0,15,6
manual,58,1,18,6
manual,50,0,18,6
manual,39,0,16,5
manual,51,1,17,6
manual,38,0,15,4
manual,44,0,16,5
manual,49,0,15,6
manual,53,1,17,6
manual,53,1,16,5
manual,42,0,17,6
manual,45,0,15,5
manual,54,1,17,5
manual,44,0,15,5
manual,44,0,16,6
manual,38,0,17,6
manual,41,0,15,6
manual,50,1,18,6
manual,43,0,16,5
manual,47,0,14,5
manual,48,1,14,5
manual,42,0,18,6
manual,47,1,16,5
manual,45,0,16,6
manual,58,1,18,6
manual,51,0,14,5
manual,43,0,17,5
manual,55,1,17,5
manual,39,0,14,5
manual,53,0,15,6
manual,34,0,15,5
manual,37,0,14,5
manual,44,1,18,6
manual,48,0,18,5
manual,50,1,17,6
manual,49,0,15,6
manual,52,0,14,6
manual,54,1,16,6
manual,39,0,15,4
manual,42,0,17,6
manual,46,0,14,6
manual,56,1,18,6
manual,54,0,16,6
manual,47,0,18,6
manual,68,1,17,6
manual,50,0,15,5
manual,59,1,18,6
manual,46,0,18,6
manual,49,0,16,6
manual,41,0,15,5
manual,50,1,17,6
manual,53,1,18,6
manual,49,0,15,6
manual,42,0,15,5
manual,45,0,15,6
manual,46,1,18,6
manual,43,0,15,6
manual,30,0,17,6
manual,48,0,17,5
manual,50,1,15,5
manual,45,0,17,6
manual,55,1,16,6
manual,48,0,17,6
manual,40,0,17,6
manual,42,1,17,6
manual,33,0,16,5
manual,52,1,18,6
manual,36,0,17,6
manual,38,0,15,6
manual,54,1,17,5
manual,54,1,14,6
manual,35,0,14,4
manual,42,0,16,6
manual,44,0,17,6
manual,49,1,15,5
manual,47,1,16,5
manual,43,0,16,5
manual,45,0,16,6
manual,49,0,17,5
manual,54,1,18,6
manual,48,0,17,6
manual,51,1,14,5
manual,47,0,16,6
manual,46,0,16,6
manual,48,1,15,6
manual,45,0,16,6
manual,40,0,17,6
manual,48,1,17,6
manual,45,0,17,6
manual,46,0,15,5
manual,33,0,17,6
manual,54,1,18,6
manual,44,0,17,6
manual,37,0,15,6
manual,45,0,14,6
manual,53,1,18,6
manual,45,0,17,6
manual,52,1,16,6
manual,39,0,17,6
manual,47,0,14,4
manual,49,0,18,6
manual,52,1,15,6
manual,49,0,15,5
manual,43,0,16,6
manual,60,1,16,5
manual,42,0,16,4
manual,47,0,16,6
manual,53,1,17,6
manual,48,0,17,5
manual,44,0,17,6
manual,53,1,15,6
manual,42,1,14,6
manual,40,0,18,6
manual,32,0,17,5
manual,48,1,16,6
manual,46,0,17,6
manual,47,0,16,6
manual,45,0,16,5
manual,41,0,18,6
manual,49,1,14,6
manual,61,1,18,6
manual,44,0,14,5
manual,52,0,15,6
manual,46,1,17,6
manual,37,0,16,5
manual,40,0,10,2
manual,33,0,13,4
manual,49,1,15,6
manual,47,0,16,6
manual,53,1,17,6
manual,44,0,16,5
manual,48,0,15,5
manual,54,1,18,6
manual,45,0,14,6
manual,36,0,16,6
manual,55,1,15,6
manual,40,0,18,6
manual,47,0,18,6
manual,46,0,17,6
manual,47,0,15,4
manual,53,1,17,6
manual,54,1,17,5
manual,52,0,15,6
manual,36,0,18,6
manual,36,0,17,6
manual,50,0,15,6
manual,67,1,18,6
manual,48,0,17,6
manual,58,1,17,5
manual,45,0,18,6
manual,58,1,17,6
manual,42,0,17,6
manual,44,0,18,6
manual,40,0,14,5
manual,54,1,18,6
manual,40,0,18,6
manual,56,0,16,5
manual,64,1,17,6
manual,43,0,16,6
manual,40,0,17,6
manual,50,1,15,6
manual,32,0,13,4
manual,41,0,15,6
manual,54,1,17,6
manual,47,0,14,5
manual,46,0,17,6
manual,49,1,18,6
manual,46,0,15,6
manual,52,1,16,5
manual,39,0,14,5
manual,36,0,16,5
manual,65,1,18,6
manual,52,0,18,6
manual,47,0,15,6
manual,53,1,14,5
manual,46,0,15,5
manual,47,0,18,6
manual,46,0,17,6
manual,52,0,16,5
manual,54,1,11,4
manual,45,0,17,6
manual,53,1,16,6
manual,50,0,15,5
manual,48,1,16,5
manual,44,0,15,5
manual,38,0,18,6
manual,48,0,14,6
manual,49,1,18,6
manual,49,1,18,6
manual,41,0,14,5
manual,47,1,15,4
manual,44,0,14,4
manual,45,0,17,6
manual,50,1,16,5
manual,41,0,18,6
manual,37,0,15,6
manual,54,1,17,6
manual,47,0,18,6
manual,37,0,13,4
manual,35,0,17,5
manual,46,1,15,6
manual,50,0,16,6
manual,43,0,16,6
manual,52,1,18,6
manual,37,0,17,5
manual,51,1,18,6
manual,42,0,14,6
manual,49,1,18,6
manual,46,0,14,3
manual,36,0,18,6
manual,46,0,15,5
manual,40,0,15,5
manual,52,1,18,6
manual,47,0,18,6
manual,36,0,15,5
manual,54,1,17,6
manual,34,0,13,3
manual,54,1,15,6
manual,33,0,17,6
manual,43,0,15,5
manual,57,1,15,6
manual,45,0,17,6
manual,41,1,15,5
manual,31,0,16,5
manual,39,0,17,6
manual,45,0,16,6
manual,48,1,16,6
manual,40,0,13,3
manual,50,1,17,6
manual,48,0,17,6
manual,40,0,17,6
manual,37,0,17,6
manual,49,1,17,6
manual,43,0,13,4
manual,44,0,15,6
manual,53,1,17,6
manual,43,0,18,5
manual,43,0,17,6
manual,46,0,17,6
manual,53,1,16,5
manual,47,0,16,6
manual,51,1,13,4
manual,37,0,16,5
manual,36,0,17,6
manual,50,1,17,6
manual,47,0,18,6
manual,44,0,17,6
manual,41,0,18,6
manual,47,1,18,5
manual,41,0,16,6
manual,49,1,15,6
manual,43,0,18,6
manual,44,0,15,5
manual,58,1,17,6
manual,45,0,16,6
manual,43,0,15,5
manual,49,1,17,6
manual,45,0,16,6
manual,40,0,17,5
manual,51,1,15,6
manual,40,0,15,5
manual,51,0,15,5
manual,48,0,18,6
manual,66,1,18,6
manual,49,0,16,6
manual,43,0,14,6
manual,50,1,16,5
manual,42,0,15,5
manual,38,0,15,5
manual,49,1,18,6
manual,43,0,16,6
manual,47,1,17,5
manual,44,0,18,6
manual,45,0,17,6
manual,47,1,13,5
manual,42,0,17,6
manual,43,0,15,6
manual,53,1,15,5
manual,44,0,17,6
manual,45,0,16,6
manual,38,0,17,6
manual,49,1,15,6
manual,46,0,15,6
manual,51,1,18,6
manual,48,0,15,5
manual,45,0,16,5
manual,51,1,16,6
manual,51,1,15,5
manual,49,0,17,6
manual,57,1,16,6
manual,38,0,17,6
manual,49,1,18,6
manual,37,0,15,6
manual,46,0,14,4
manual,51,1,16,6
manual,47,0,17,4
manual,44,0,15,6
manual,47,1,15,5
manual,43,0,16,6
manual,43,0,18,5
manual,40,0,15,6
manual,52,1,17,6
manual,46,0,18,6
manual,50,0,16,5
manual,41,0,18,6
manual,61,1,18,6
manual,38,0,18,6
manual,49,1,15,5
manual,41,0,14,5
manual,51,0,18,6
manual,33,0,14,5
manual,56,1,16,6
manual,48,1,14,5
manual,48,1,15,6
manual,41,0,17,6
manual,55,1,18,6
manual,44,0,17,4
manual,37,0,14,5
manual,29,0,11,3
manual,45,0,15,6
manual,46,1,18,6
manual,45,0,14,5
manual,49,0,15,6
manual,55,1,18,6
manual,43,0,17,5
manual,48,1,14,6
manual,47,0,15,4
manual,44,0,15,5
manual,50,0,14,5
manual,51,1,18,6
manual,42,0,16,6
manual,41,0,16,6
manual,51,1,13,6
manual,41,0,15,5
manual,56,0,18,6
manual,61,1,18,6
manual,39,0,16,6
manual,47,1,16,5
manual,27,0,14,5
manual,55,1,17,6
manual,41,0,16,5
manual,51,0,13,5
manual,40,0,16,6
manual,56,1,18,6
manual,40,0,15,6
manual,46,0,17,6
manual,44,0,16,4
manual,58,1,16,6
manual,41,0,16,6
manual,38,0,13,4
manual,58,1,18,6
manual,42,0,16,5
manual,38,0,15,5
manual,53,1,18,6
manual,46,0,17,6
manual,49,0,15,6
manual,62,1,17,6
manual,40,0,14,5
manual,54,1,14,4
manual,48,0,17,6
manual,39,0,18,6
manual,41,0,16,6
manual,45,1,15,5
manual,42,0,15,6
manual,40,0,14,4
manual,50,1,18,6
manual,57,1,15,6
manual,46,0,16,6
manual,43,0,16,5
manual,38,0,16,5
manual,46,0,16,5
manual,59,1,16,6
manual,49,0,18,6
manual,53,1,15,6
manual,31,0,15,4
manual,48,0,16,5
manual,56,1,17,6
manual,38,0,18,5
manual,51,1,16,6
manual,44,0,15,5
manual,49,0,16,5
manual,48,0,17,6
manual,40,0,16,5
manual,59,1,18,5
manual,40,0,15,6
manual,47,1,15,5
manual,29,0,14,4
manual,40,0,14,5
manual,55,1,18,6
manual,48,0,18,6
manual,44,0,15,5
manual,57,1,17,6
manual,41,0,17,6
manual,50,0,16,4
manual,40,0,14,5
manual,57,1,15,5
manual,44,1,18,5
manual,38,0,18,6
manual,44,1,14,4
manual,52,0,17,6
manual,36,0,18,6
manual,55,1,15,6
manual,41,1,15,6
manual,30,0,16,5
manual,39,0,16,6
manual,50,1,17,6
manual,39,0,16,6
manual,35,0,18,6
manual,44,0,17,5
manual,47,0,15,5
manual,48,1,14,6
manual,60,1,18,6
manual,46,0,15,6
manual,42,0,18,6
manual,34,0,14,5
manual,49,0,18,6
manual,52,1,15,5
manual,52,1,15,6
manual,50,0,18,6
manual,45,0,18,6
manual,47,0,18,6
manual,50,0,15,5
manual,51,1,16,6
manual,40,0,17,5
manual,54,1,18,6
manual,40,0,17,6
manual,54,0,15,5
manual,55,1,17,5
manual,45,0,15,5
manual,39,0,15,6
manual,40,0,16,5
manual,46,1,15,5
manual,31,0,17,6
manual,49,0,15,5
manual,52,1,16,6
manual,47,0,15,5
manual,47,0,15,6
manual,50,1,18,6
manual,39,0,16,6
manual,26,0,16,4
manual,48,1,16,4
manual,46,0,15,6
manual,62,1,18,6
manual,61,0,17,6
manual,39,0,16,6
manual,45,0,18,6
manual,52,1,16,6
manual,52,1,16,6
manual,51,0,17,6
manual,40,0,18,6
manual,44,0,18,5
manual,42,0,16,6
manual,53,1,16,6
manual,46,0,15,5
manual,56,0,17,5
manual,59,1,18,6
manual,53,1,15,6
manual,46,0,17,6
manual,50,0,18,6
manual,43,0,16,6
manual,44,1,14,5
manual,36,0,13,5
manual,46,0,15,4
manual,50,1,18,5
manual,48,0,17,5
manual,52,1,15,5
manual,35,0,16,5
manual,50,0,18,6
manual,49,0,17,6
manual,48,0,17,6
manual,56,1,16,5
manual,43,0,15,5
manual,42,0,15,4
manual,45,1,14,5
manual,47,0,16,6
manual,37,0,16,6
manual,54,1,18,6
manual,56,1,16,6
manual,45,0,14,5
manual,41,0,15,5
manual,44,0,17,6
manual,58,1,17,6
manual,45,0,14,5
manual,50,1,15,6
manual,40,0,18,6
manual,48,0,16,5
manual,50,1,16,6
manual,48,0,18,6
manual,47,0,14,5
manual,55,1,16,5
manual,40,0,14,6
manual,46,0,18,6
manual,55,1,18,6
manual,42,0,16,6
manual,41,0,16,6
manual,39,0,15,5
manual,56,1,16,6
manual,45,0,18,5
manual,36,0,15,4
manual,48,1,15,5
manual,44,0,17,6
manual,44,0,16,5
manual,47,1,18,6
manual,43,0,16,5
manual,34,0,16,6
manual,52,1,18,6
manual,38,0,16,5
manual,50,0,15,5
manual,54,1,18,6
manual,47,0,15,5
manual,34,0,17,6
manual,56,1,17,6
manual,50,0,18,6
manual,52,0,16,6
manual,54,1,16,6
manual,45,0,17,5
manual,53,1,17,6
manual,46,0,15,5
manual,43,0,16,6
manual,56,1,15,6
manual,38,0,14,5
manual,56,1,16,6
manual,41,0,14,5
manual,51,1,18,6
manual,51,1,15,6
manual,35,0,17,6
manual,44,0,18,5
manual,46,1,15,5
manual,39,0,17,6
manual,50,1,15,6
manual,48,0,17,5
manual,42,0,15,4
manual,51,1,18,6
manual,47,0,15,5
manual,44,0,15,5
manual,55,1,18,6
manual,42,0,17,6
manual,46,0,17,6
manual,41,0,18,6
manual,50,1,14,4
manual,48,0,16,5
manual,39,0,15,5
manual,57,1,16,6
manual,53,1,16,5
manual,46,0,18,5
manual,49,0,17,6
manual,53,0,16,6
manual,41,0,15,5
manual,55,1,17,6
manual,38,0,15,5
manual,52,1,17,6
manual,35,0,15,5
manual,47,0,16,6
manual,40,0,15,6
manual,49,1,17,6
manual,45,0,17,6
manual,59,1,14,4
manual,42,0,17,5
manual,58,1,18,6
manual,41,0,16,6
manual,45,0,16,6
manual,49,0,16,6
manual,28,0,13,5
manual,63,1,17,6
manual,57,1,16,5
manual,42,0,14,5
manual,49,0,17,6
manual,38,0,15,5
manual,47,0,14,5
manual,52,1,15,5
manual,32,0,14,4
manual,53,1,18,6
manual,42,0,16,6
manual,40,0,14,5
manual,44,1,17,6
manual,41,0,16,6
manual,51,0,15,5
manual,64,1,17,6
manual,58,0,17,6
manual,51,0,18,6
manual,51,0,17,6
manual,52,1,17,6
manual,39,0,15,5
manual,52,1,17,5
manual,45,0,15,6
manual,54,1,17,5
manual,52,0,16,6
manual,53,0,13,5
manual,31,0,18,6
manual,43,0,17,6
manual,47,1,15,5
manual,64,1,16,6
manual,39,0,17,5
manual,45,0,13,5
manual,49,0,16,5
manual,54,1,16,5
manual,44,0,15,6
manual,42,0,14,5
manual,58,1,18,6
manual,46,0,16,5
manual,41,0,18,6
manual,57,1,16,6
manual,45,0,17,6
manual,47,0,15,5
manual,57,1,17,6
manual,44,0,15,6
manual,40,0,14,6
manual,38,0,17,6
manual,51,1,13,3
manual,54,0,15,6
manual,52,0,18,6
manual,56,1,16,5
manual,46,0,17,6
manual,35,0,16,6
manual,47,1,18,6
manual,46,1,15,6
manual,33,0,10,3
manual,38,0,18,6
manual,39,0,13,5
manual,58,1,17,6
manual,57,0,16,5
manual,48,1,15,5
manual,48,1,17,6
manual,41,0,16,5
manual,51,1,17,6
manual,43,0,17,6
manual,47,0,16,6
manual,38,0,16,5
manual,45,1,17,5
manual,45,1,16,6
manual,37,0,14,5
manual,41,0,15,4
manual,45,1,16,6
manual,43,0,18,6
manual,41,0,18,5
manual,55,1,15,6
manual,41,0,17,6
manual,43,0,15,5
manual,51,1,16,6
manual,55,0,16,6
manual,43,0,16,6
manual,58,1,17,5
manual,49,0,16,6
manual,72,1,18,6
manual,55,0,17,5
manual,46,0,16,6
manual,49,1,16,5
manual,36,0,16,6
manual,40,0,18,6
manual,47,0,15,6
manual,52,1,18,6
manual,52,1,14,5
manual,43,0,17,6
manual,48,0,17,6
manual,45,0,15,5
manual,51,1,15,6
manual,48,0,16,6
manual,42,0,18,5
manual,48,1,14,6
manual,39,0,16,6
manual,66,1,17,6
manual,51,0,15,6
manual,42,0,17,5
manual,43,0,17,6
manual,49,1,16,6
manual,39,0,16,6
manual,33,0,16,5
manual,54,0,16,5
manual,56,1,18,6
manual,34,0,16,5
manual,48,1,14,6
manual,39,0,16,6
manual,39,0,14,5
manual,51,1,15,6
manual,46,0,17,6
manual,50,1,14,5
manual,39,0,17,5
manual,37,0,17,6
manual,63,1,15,6
manual,57,0,17,6
manual,36,0,18,6
manual,45,0,17,6
manual,49,1,13,5
manual,39,0,16,6
manual,45,1,15,5
manual,34,0,15,6
manual,44,0,18,6
manual,45,1,16,5
manual,38,0,15,5
manual,43,0,18,6
manual,48,1,16,5
manual,46,0,15,5
manual,30,0,15,5
manual,47,1,18,6
manual,40,0,14,5
manual,44,0,14,6
manual,34,0,15,5
manual,53,1,17,6
manual,42,0,16,5
manual,56,1,16,6
manual,44,0,18,6
manual,53,0,16,6
manual,36,0,17,5
manual,49,0,17,6
manual,50,1,16,6
manual,50,1,16,5
manual,37,0,18,6
manual,50,1,17,6
manual,49,1,14,4
manual,49,1,14,5
manual,40,0,16,5
manual,44,0,13,4
manual,46,1,15,5
manual,45,0,18,6
manual,40,0,16,4
manual,47,1,15,5
manual,41,0,16,5
manual,34,0,15,6
manual,43,0,14,5
manual,65,1,15,6
manual,43,1,18,6
manual,39,0,16,5
manual,41,0,12,4
manual,47,0,17,6
manual,47,0,17,6
manual,48,1,15,6
manual,50,0,16,5
manual,45,0,16,6
manual,52,1,18,6
manual,37,0,17,4
manual,54,1,17,5
manual,48,0,16,6
manual,41,0,15,6
manual,53,1,13,4
manual,32,0,15,5
manual,34,0,17,6
manual,46,0,17,6
manual,50,1,15,5
manual,48,0,15,5
manual,49,0,15,5
manual,57,1,18,6
manual,42,0,15,4
manual,52,1,16,5
manual,47,0,15,5
manual,51,1,17,6
manual,38,0,17,6
manual,42,0,16,5
manual,46,0,14,5
manual,50,0,17,6
manual,52,1,18,6
manual,43,0,17,6
manual,44,0,14,6
manual,52,1,18,6
manual,47,0,18,6
manual,35,0,12,4
manual,48,1,17,6
manual,41,0,14,5
manual,43,1,16,5
manual,43,1,17,6
manual,39,0,17,6
manual,51,1,16,5
manual,42,0,17,5
manual,54,1,15,5
manual,47,0,17,6
manual,46,0,16,6
manual,37,0,11,3
manual,41,1,14,5
manual,36,0,13,3
manual,47,1,17,6
manual,44,0,15,5
manual,38,0,16,5
manual,49,1,18,6
manual,44,0,16,6
manual,43,0,15,6
manual,43,0,16,6
manual,49,1,17,5
manual,47,0,15,5
manual,52,1,17,6
manual,37,0,15,6
manual,41,0,18,6
manual,32,0,13,3
manual,62,1,16,6
manual,46,0,16,6
manual,40,0,16,6
manual,50,1,15,6
manual,47,0,17,5
manual,50,1,18,6
manual,47,0,17,6
manual,42,0,17,5
manual,52,1,17,6
manual,51,0,13,5
manual,50,0,18,6
manual,57,1,18,6
manual,48,0,16,5
manual,49,0,15,6
manual,42,0,17,6
manual,45,1,14,4
manual,43,0,17,5
manual,46,1,16,6
manual,46,1,18,5
manual,43,0,16,6
manual,46,0,18,6
manual,53,1,15,6
manual,43,0,15,4
manual,49,0,15,6
manual,50,1,16,6
manual,44,0,17,6
manual,45,0,15,6
manual,44,0,18,6
manual,46,1,17,5
manual,43,0,17,6
manual,53,1,14,5
manual,38,0,16,5
manual,53,1,15,4
manual,47,0,12,5
manual,35,0,17,5
manual,26,0,16,5
manual,66,1,18,6
manual,48,0,15,5
manual,32,0,15,4
manual,47,0,18,6
manual,48,1,15,6
manual,39,0,16,5
manual,45,0,16,6
manual,54,1,17,6
manual,40,0,16,6
manual,42,0,15,5
manual,63,1,18,6
manual,36,0,17,6
manual,36,0,15,5
manual,42,1,15,5
manual,39,0,18,6
manual,50,0,17,6
manual,62,1,16,6
manual,45,0,15,6
manual,56,1,17,6
manual,52,0,15,5
manual,46,1,17,6
manual,46,1,17,5
manual,45,0,15,6
manual,55,1,17,6
manual,39,0,18,6
manual,40,0,16,6
manual,44,0,15,6
manual,52,1,18,6
manual,46,0,16,5
manual,51,1,16,6
manual,34,0,16,6
manual,49,0,18,5
manual,46,1,17,6
manual,45,0,16,4
manual,42,0,15,6
manual,55,1,18,6
manual,50,0,15,6
manual,54,0,18,6
manual,42,0,15,5
manual,42,0,16,6
manual,51,1,16,5
manual,52,1,14,4
manual,45,0,17,6
manual,44,0,16,6
manual,38,0,16,5
manual,56,1,17,6
manual,50,0,18,6
manual,38,0,18,6
manual,59,1,17,5
manual,48,0,16,6
manual,62,1,18,6
manual,39,0,16,5
manual,41,0,15,5
manual,49,1,15,5
manual,37,0,16,4
manual,48,0,14,5
manual,39,0,13,4
manual,46,1,17,5
manual,43,0,14,5
manual,43,0,15,6
manual,55,1,18,6
manual,49,0,17,6
manual,44,0,17,6
manual,39,0,16,5
manual,51,1,15,6
manual,46,0,16,5
manual,53,1,18,6
manual,44,0,17,5
manual,60,1,17,6
manual,43,0,17,6
manual,45,0,15,6
manual,55,1,16,6
manual,41,0,17,5
manual,50,0,15,6
manual,40,0,16,6
manual,50,1,14,4
manual,44,0,17,6
manual,38,0,15,6
manual,49,1,15,6
manual,46,0,15,5
manual,43,0,15,6
manual,42,0,16,5
manual,46,1,17,6
manual,43,0,18,6
manual,43,0,15,6
manual,49,1,18,6
manual,41,0,17,6
manual,38,0,15,6
manual,44,1,14,5
manual,43,1,15,6
manual,41,0,16,6
manual,38,0,15,4
manual,43,0,17,6
manual,41,0,15,5
manual,55,1,17,6
manual,42,0,16,6
manual,66,1,16,6
manual,44,0,18,6
manual,40,0,17,6
manual,37,0,13,5
manual,49,1,18,6
manual,50,1,18,6
manual,47,0,18,6
manual,49,0,15,6
manual,44,1,17,6
manual,42,0,15,5
manual,38,0,17,6
manual,54,0,17,6
manual,49,0,15,6
manual,60,1,17,6
manual,42,0,17,5
manual,47,0,18,6
manual,55,1,16,5
manual,47,0,16,6
manual,51,0,17,5
manual,52,1,18,6
manual,52,0,15,5
manual,51,0,14,5
manual,57,1,15,5
manual,55,1,17,6
manual,38,0,16,5
manual,36,0,14,5
manual,48,1,16,6
manual,41,0,16,5
manual,46,0,15,5
manual,37,0,16,5
manual,43,1,14,4
manual,41,0,18,6
manual,40,0,18,6
manual,35,0,15,5
manual,43,1,15,5
manual,61,1,15,6
manual,43,0,16,6
manual,41,0,16,5
manual,52,0,15,5
manual,61,1,17,5
manual,43,0,14,6
manual,39,0,16,5
manual,55,1,17,6
manual,39,0,14,5
manual,44,1,17,6
manual,42,0,18,6
manual,34,0,17,5
manual,52,1,18,6
manual,49,0,18,6
manual,47,0,16,6
manual,29,0,16,5
manual,39,0,15,3
manual,49,1,18,5
manual,41,0,13,5
manual,49,1,17,6
manual,49,1,15,5
manual,38,0,16,5
manual,47,1,16,5
manual,44,0,14,5
manual,52,1,18,5
manual,33,0,15,6
manual,51,0,16,6
manual,48,0,16,6
manual,36,0,16,5
manual,56,1,15,5
manual,45,0,17,6
manual,42,0,15,4
manual,60,1,17,6
manual,45,1,13,3
manual,44,0,16,6
manual,38,0,17,6
manual,43,1,16,6
manual,41,0,16,6
manual,43,1,17,6
manual,41,0,15,5
manual,57,1,18,6
manual,57,1,15,6
manual,54,0,14,5
manual,35,0,13,5
manual,65,1,17,6
manual,56,1,17,6
manual,47,0,16,4
manual,40,0,16,6
manual,48,0,15,4
manual,57,1,14,6
manual,55,0,15,4
manual,45,0,18,6
manual,49,1,15,4
manual,47,0,15,3
manual,50,0,18,6
manual,65,1,18,6
manual,50,0,14,6
manual,26,0,18,6
manual,59,1,14,5
manual,45,0,16,6
manual,38,1,16,5
manual,30,0,17,5
manual,32,0,15,4
manual,43,0,15,5
manual,37,0,15,5
manual,53,1,17,6
manual,55,1,14,4
manual,49,0,18,5
manual,51,0,18,6
manual,39,0,16,6
manual,52,1,16,5
manual,50,0,17,6
manual,39,0,18,6
manual,49,1,16,5
manual,42,0,15,5
manual,45,0,14,5
manual,44,0,17,6
manual,49,1,18,6
manual,30,0,12,3
manual,35,0,16,6
manual,50,1,16,5
manual,59,1,17,6
manual,49,0,16,5
manual,42,0,17,6
manual,46,0,18,6
manual,49,0,18,6
manual,56,1,17,6
manual,53,1,15,6
manual,43,0,17,6
manual,41,0,17,5
manual,53,0,18,6
manual,54,1,16,6
manual,35,0,15,5
manual,42,0,15,5
manual,47,1,17,6
manual,42,0,15,6
manual,43,0,16,6
manual,46,1,14,6
manual,45,0,16,6
manual,51,1,16,5
manual,45,0,17,6
manual,45,0,18,6
manual,64,1,18,6
manual,45,0,15,6
manual,50,0,13,4
manual,55,1,17,5
manual,30,0,14,5
manual,50,0,15,5
manual,39,0,15,4
manual,55,1,18,6
manual,45,0,18,5
manual,48,0,15,6
manual,40,0,15,5
manual,58,1,17,6
manual,61,1,18,6
manual,40,0,16,5
manual,56,0,15,6
manual,51,1,18,6
manual,40,0,15,5
manual,47,0,14,4
manual,41,0,16,5
manual,45,0,15,6
manual,46,1,14,4
manual,40,0,16,4
manual,51,1,17,6
manual,39,0,14,5
manual,43,0,17,5
manual,45,0,16,6
manual,49,1,16,6
manual,57,1,18,6
manual,36,0,18,6
manual,39,0,14,5
manual,55,1,17,6
manual,45,0,16,6
manual,52,0,16,6
manual,54,0,16,6
manual,49,0,16,6
manual,57,1,16,6
manual,47,0,16,5
manual,37,0,14,5
manual,49,1,16,5
manual,39,0,14,5
manual,44,0,16,5
manual,57,1,18,6
manual,56,1,18,6
manual,40,0,15,6
manual,44,0,14,5
manual,52,0,15,6
manual,46,0,16,6
manual,53,1,14,5
manual,64,1,17,6
manual,53,0,14,5
manual,45,0,18,6
manual,39,0,15,4
manual,65,1,18,6
manual,46,0,15,6
manual,36,0,17,6
manual,52,0,15,5
manual,55,1,18,6
manual,39,0,18,5
manual,37,0,17,6
manual,44,1,16,5
manual,56,1,17,5
manual,49,0,16,6
manual,41,0,15,5
manual,44,0,15,5
manual,53,1,18,6
manual,45,0,16,5
manual,35,0,18,6
manual,52,1,16,6
manual,50,0,17,6
manual,50,0,14,3
manual,51,1,18,6
manual,49,0,18,6
manual,38,0,16,6
manual,54,1,15,5
manual,36,0,16,6
manual,42,0,16,6
manual,40,0,13,5
manual,57,1,18,6
manual,36,0,16,6
manual,48,1,14,4
manual,47,0,15,5
manual,46,0,15,6
manual,44,0,14,4
manual,50,1,18,6
manual,41,0,15,6
manual,53,1,16,6
manual,46,0,16,5
manual,42,0,16,5
manual,49,0,18,6
manual,50,1,17,6
manual,55,0,15,6
manual,37,0,15,6
manual,65,1,17,6
manual,48,0,15,6
manual,51,1,17,6
manual,42,0,14,5
manual,53,1,17,6
manual,41,0,14,6
manual,37,0,15,6
manual,49,1,16,6
manual,40,0,15,5
manual,43,0,16,6
manual,44,1,17,6
manual,39,0,18,6
manual,38,0,15,5
manual,41,0,16,6
manual,48,1,15,5
manual,42,0,16,6
manual,45,1,14,5
manual,41,0,15,5
manual,36,0,16,5
manual,41,0,16,6
manual,59,1,17,6
manual,37,0,16,5
manual,54,0,16,6
manual,42,0,18,6
manual,55,1,16,6
manual,41,0,16,6
manual,39,0,15,5
manual,45,1,16,5
manual,57,0,15,6
manual,59,1,18,6
manual,43,0,18,6
manual,51,1,15,5
manual,39,0,17,6
manual,46,0,17,6
manual,46,0,15,5
manual,44,0,17,6
manual,56,1,15,6
manual,50,1,17,4
manual,36,0,17,6
manual,36,0,16,5
manual,33,0,15,6
manual,78,1,18,6
manual,36,0,16,5
manual,44,0,16,6
manual,34,0,16,4
manual,46,1,15,5
manual,51,0,15,5
manual,53,1,18,6
manual,26,0,15,6
manual,46,0,14,6
manual,47,1,15,6
manual,46,0,18,6
manual,47,1,18,6
manual,44,0,14,6
manual,43,0,16,6
manual,54,1,16,5
manual,46,0,15,4
manual,43,0,15,5
manual,38,0,17,6
manual,63,1,16,6
manual,39,0,15,5
manual,55,1,18,6
manual,51,0,14,6
manual,51,0,17,5
manual,47,1,16,5
manual,43,0,15,6
manual,45,0,16,6
manual,40,0,17,6
manual,64,1,18,6
manual,37,0,17,6
manual,52,1,16,6
manual,42,0,15,5
manual,50,0,16,5
manual,40,0,15,5
manual,48,0,15,6
manual,50,1,17,6
manual,38,0,17,6
manual,33,0,15,5
