model,points,win,nb_cards_played,nb_card_3rd_age
relative,42,0,14,4
relative,46,1,15,6
relative,37,0,14,4
relative,53,1,17,6
relative,36,0,15,5
relative,48,0,14,5
relative,31,0,12,3
relative,43,0,14,5
relative,45,1,14,4
relative,36,0,13,4
relative,36,0,15,5
relative,38,1,14,5
relative,50,1,13,4
relative,50,1,13,4
relative,48,0,13,4
relative,37,0,17,5
relative,48,0,13,5
relative,52,1,14,4
relative,43,1,12,4
relative,33,0,11,2
relative,42,0,12,4
relative,29,0,11,3
relative,47,1,13,4
relative,47,1,14,5
relative,44,0,14,5
relative,46,1,13,5
relative,46,1,16,5
relative,43,0,12,5
relative,46,1,13,4
relative,41,0,14,4
relative,39,0,17,6
relative,46,1,12,3
relative,36,0,14,5
relative,44,0,17,5
relative,47,1,13,5
relative,45,0,14,5
relative,41,1,14,4
relative,41,1,14,6
relative,37,0,12,4
relative,46,1,14,5
relative,43,0,12,4
relative,36,0,12,3
relative,54,1,12,4
relative,51,0,16,6
relative,37,0,17,5
relative,38,0,12,3
relative,33,0,14,6
relative,42,1,16,5
relative,42,0,14,5
relative,45,0,12,4
relative,48,1,13,4
relative,45,1,11,4
relative,41,0,15,4
relative,39,0,13,4
relative,39,0,14,4
relative,41,1,11,3
relative,33,0,13,4
relative,34,0,14,5
relative,61,1,17,6
relative,44,0,12,4
relative,48,1,13,5
relative,27,0,12,3
relative,37,0,13,4
relative,33,0,11,3
relative,30,0,13,4
relative,52,1,14,5
relative,38,0,15,5
relative,38,0,16,4
relative,43,1,12,4
relative,42,0,14,6
relative,42,0,11,3
relative,44,1,14,5
relative,38,0,12,4
relative,55,1,17,5
relative,37,0,15,5
relative,40,0,14,5
relative,46,1,10,3
relative,38,0,13,4
relative,44,0,13,5
relative,45,0,13,5
relative,51,1,14,5
relative,45,1,13,3
relative,37,0,12,4
relative,30,0,12,4
relative,31,0,15,6
relative,46,0,17,5
relative,52,1,12,4
relative,42,0,12,4
relative,36,0,13,5
relative,45,1,13,4
relative,54,1,15,5
relative,34,0,13,4
relative,43,0,14,5
relative,37,0,17,5
relative,52,0,13,4
relative,55,1,14,5
relative,31,0,15,5
relative,64,1,14,5
relative,38,0,16,6
relative,43,1,13,5
relative,38,0,15,5
relative,40,0,13,4
relative,36,0,12,4
relative,46,0,15,6
relative,47,1,11,3
relative,35,0,14,4
relative,50,1,15,6
relative,48,0,12,3
relative,41,1,16,5
relative,33,0,12,4
relative,41,1,13,5
relative,25,0,12,3
relative,39,1,12,4
relative,34,0,13,3
relative,40,0,14,5
relative,47,1,13,4
relative,38,0,12,4
relative,45,1,13,5
relative,41,0,16,6
relative,43,0,13,4
relative,50,1,13,5
relative,40,0,13,4
relative,36,0,12,3
relative,28,0,15,5
relative,37,1,12,3
relative,34,0,11,3
relative,38,0,17,6
relative,35,0,13,4
relative,51,1,13,4
relative,41,0,11,3
relative,32,0,14,4
relative,45,1,12,4
relative,41,1,15,6
relative,39,0,13,4
relative,29,0,12,3
relative,40,0,14,5
relative,54,1,15,5
relative,40,0,16,5
relative,37,0,15,4
relative,48,1,15,5
relative,38,0,13,5
relative,38,0,17,6
relative,49,1,13,5
relative,42,0,11,2
relative,52,1,13,4
relative,40,0,17,4
relative,43,0,12,5
relative,53,1,14,5
relative,37,0,14,5
relative,35,0,16,5
relative,45,0,12,4
relative,36,0,13,3
relative,46,1,14,5
relative,47,1,15,4
relative,42,0,12,4
relative,33,0,13,4
relative,50,1,14,5
relative,40,0,10,3
relative,46,0,13,5
relative,36,1,13,4
relative,34,0,14,6
relative,36,1,12,3
relative,42,1,11,3
relative,36,0,13,4
relative,30,0,15,5
relative,42,0,12,3
relative,28,0,12,4
relative,43,1,13,4
relative,47,1,13,5
relative,33,0,11,3
relative,39,0,14,5
relative,48,1,13,4
relative,42,0,14,4
relative,35,0,15,5
relative,26,0,14,4
relative,43,1,12,3
relative,38,0,13,4
relative,49,0,15,5
relative,31,0,13,5
relative,51,1,12,4
relative,38,0,14,4
relative,51,1,16,6
relative,41,0,14,5
relative,42,1,13,4
relative,35,0,13,4
relative,38,0,12,3
relative,43,1,14,4
relative,38,0,10,3
relative,43,1,14,5
relative,47,0,12,4
relative,48,0,16,6
relative,49,1,14,4
relative,45,0,16,6
relative,37,0,13,4
relative,47,1,17,6
relative,53,1,11,2
relative,40,0,12,4
relative,35,0,10,2
relative,54,1,13,5
relative,44,0,15,5
relative,53,0,16,6
relative,45,1,13,4
relative,42,0,11,3
relative,33,0,14,4
relative,46,1,13,4
relative,38,0,15,4
relative,42,0,14,5
relative,48,1,13,5
relative,47,0,14,5
relative,43,0,17,6
relative,45,1,12,3
relative,29,0,11,3
relative,40,0,15,5
relative,40,0,12,4
relative,49,0,15,5
relative,50,1,17,6
relative,46,0,15,6
relative,53,1,13,5
relative,43,0,16,5
relative,38,0,11,3
relative,37,0,14,5
relative,49,1,13,4
relative,49,1,12,4
relative,35,0,13,5
relative,42,0,15,4
relative,35,0,13,4
relative,47,1,14,4
relative,38,0,14,5
relative,45,1,13,4
relative,44,0,14,5
relative,35,0,16,5
relative,43,0,13,5
relative,44,0,14,4
relative,48,1,16,5
relative,44,0,14,5
relative,41,0,12,5
relative,46,1,14,4
relative,42,1,17,5
relative,38,0,14,5
relative,37,0,14,5
relative,51,1,13,5
relative,37,0,14,4
relative,39,0,17,6
relative,33,1,12,4
relative,31,0,12,4
relative,22,0,12,3
relative,42,0,13,4
relative,40,0,14,5
relative,43,1,12,3
relative,42,1,16,5
relative,42,1,14,5
relative,35,0,14,4
relative,46,0,14,5
relative,34,0,12,4
relative,47,1,14,5
relative,42,1,16,5
relative,34,0,11,3
relative,41,0,15,6
relative,35,0,13,4
relative,48,1,12,4
relative,43,0,16,5
relative,47,0,17,6
relative,48,1,12,5
relative,44,0,14,4
relative,31,0,14,4
relative,35,0,12,4
relative,46,1,14,4
relative,46,1,12,3
relative,33,0,14,4
relative,33,0,13,4
relative,50,0,14,5
relative,39,0,16,6
relative,52,1,15,4
relative,32,0,12,3
relative,40,0,15,5
relative,43,1,13,4
relative,43,1,14,5
relative,38,0,13,5
relative,39,0,12,4
relative,45,0,13,5
relative,39,0,13,5
relative,64,1,17,5
relative,42,0,16,6
relative,51,1,14,4
relative,46,0,14,5
relative,27,0,14,5
relative,43,1,13,4
relative,25,0,11,2
relative,31,0,12,4
relative,30,0,12,5
relative,53,1,14,5
relative,42,0,13,4
relative,50,1,12,4
relative,46,0,13,5
relative,49,1,13,4
relative,47,0,14,5
relative,40,0,11,3
relative,31,0,13,4
relative,36,0,12,4
relative,46,1,13,5
relative,34,0,13,5
relative,43,1,11,3
relative,36,0,14,5
relative,39,0,17,6
relative,48,1,14,5
relative,42,0,12,3
relative,41,0,14,5
relative,42,0,13,4
relative,45,1,13,4
relative,46,0,13,4
relative,36,0,11,4
relative,47,1,15,6
relative,42,0,15,5
relative,32,0,14,4
relative,49,1,13,6
relative,48,0,15,5
relative,46,0,13,4
relative,52,1,11,4
relative,62,1,14,5
relative,34,0,12,4
relative,33,0,11,2
relative,42,1,17,6
relative,39,0,12,5
relative,41,0,12,3
relative,45,1,17,6
relative,45,1,13,3
relative,44,0,14,5
relative,48,1,16,6
relative,36,0,13,5
relative,43,0,12,5
relative,56,1,15,5
relative,34,0,16,6
relative,40,0,13,4
relative,42,0,12,4
relative,45,1,16,5
relative,33,0,14,4
relative,34,0,13,4
relative,41,0,10,3
relative,43,1,12,3
relative,34,0,14,4
relative,45,1,14,5
relative,40,0,14,5
relative,37,0,15,5
relative,49,1,14,5
relative,46,0,13,4
relative,35,0,12,3
relative,38,0,13,5
relative,48,1,13,4
relative,42,1,12,4
relative,29,0,14,4
relative,38,0,11,3
relative,48,1,14,5
relative,45,0,14,5
relative,47,0,15,4
relative,29,0,14,4
relative,54,1,13,5
relative,35,0,13,4
relative,44,1,12,3
relative,38,0,15,5
relative,33,0,11,3
relative,50,1,14,5
relative,43,0,13,4
relative,48,0,16,6
relative,36,0,14,4
relative,35,0,13,5
relative,53,1,17,6
relative,37,0,14,4
relative,42,1,14,5
relative,41,0,13,5
relative,41,0,13,4
relative,44,0,14,5
relative,49,1,14,5
relative,41,0,15,5
relative,36,0,15,4
relative,48,1,14,5
relative,33,0,13,4
relative,35,0,12,4
relative,46,1,12,4
relative,51,1,17,5
relative,41,0,14,5
relative,39,0,12,4
relative,53,1,13,5
relative,37,0,11,3
relative,33,0,14,5
relative,36,0,13,5
relative,44,0,15,5
relative,47,1,17,5
relative,37,0,14,5
relative,39,0,14,4
relative,43,1,16,5
relative,40,0,16,6
relative,43,1,15,6
relative,37,0,11,3
relative,48,1,13,4
relative,32,0,12,4
relative,44,0,15,5
relative,35,0,14,6
relative,41,1,14,4
relative,33,0,12,4
relative,44,0,14,5
relative,50,1,16,6
relative,37,0,14,4
relative,47,1,14,5
relative,40,0,17,5
relative,45,0,13,5
relative,41,0,13,4
relative,43,1,13,5
relative,38,0,14,6
relative,43,0,14,4
relative,32,0,14,4
relative,50,1,13,5
relative,44,1,16,6
relative,43,0,13,5
relative,33,0,12,4
relative,44,1,13,5
relative,41,0,15,5
relative,42,0,12,4
relative,41,0,17,6
relative,43,0,13,4
relative,54,1,13,4
relative,40,0,17,6
relative,54,1,14,6
relative,47,0,13,4
relative,45,0,15,5
relative,59,1,12,4
relative,40,0,17,5
relative,38,0,14,5
relative,48,1,14,5
relative,33,0,16,4
relative,55,1,16,5
relative,42,0,13,5
relative,30,0,14,5
relative,47,1,14,5
relative,42,0,12,3
relative,37,0,16,5
relative,44,1,12,5
relative,36,0,13,4
relative,39,0,13,6
relative,44,0,13,5
relative,43,0,16,4
relative,45,1,14,5
relative,38,0,13,4
relative,38,0,12,4
relative,59,1,17,6
relative,46,1,12,4
relative,28,0,15,3
relative,35,0,14,5
relative,47,0,13,4
relative,45,0,14,5
relative,49,1,16,5
relative,48,1,16,6
relative,42,0,13,4
relative,46,0,13,4
relative,43,1,12,3
relative,40,0,15,5
relative,28,0,12,3
relative,38,0,17,5
relative,55,1,15,6
relative,45,0,12,4
relative,34,0,12,3
relative,40,1,12,3
relative,40,1,13,5
relative,42,0,15,5
relative,45,1,13,4
relative,38,0,11,3
relative,33,0,14,4
relative,42,0,15,5
relative,45,1,13,5
relative,39,0,11,2
relative,46,1,15,6
relative,40,0,14,5
relative,34,0,12,4
relative,37,0,13,4
relative,50,1,13,4
relative,32,0,15,4
relative,52,1,14,5
relative,39,0,12,4
relative,36,0,16,4
relative,34,0,15,6
relative,39,1,14,5
relative,47,1,14,5
relative,44,0,16,5
relative,44,0,15,5
relative,44,0,14,5
relative,52,1,15,6
relative,45,0,15,5
relative,48,0,17,6
relative,38,0,13,4
relative,50,1,12,5
relative,44,0,15,5
relative,50,1,11,3
relative,27,0,12,3
relative,44,1,15,5
relative,39,0,13,4
relative,39,0,14,5
relative,45,1,13,4
relative,40,0,13,5
relative,43,0,15,5
relative,48,0,14,5
relative,52,1,14,5
relative,45,0,12,4
relative,39,0,13,4
relative,41,1,12,3
relative,40,0,13,4
relative,43,1,13,4
relative,39,0,12,4
relative,40,0,12,4
relative,35,0,10,3
relative,51,1,13,5
relative,29,0,15,5
relative,47,1,13,4
relative,46,0,12,4
relative,44,0,14,5
relative,45,1,13,5
relative,30,0,14,5
relative,36,0,12,4
relative,53,1,12,4
relative,41,0,13,4
relative,47,0,13,3
relative,24,0,13,4
relative,28,0,15,4
relative,48,1,11,3
relative,41,1,15,6
relative,22,0,11,2
relative,28,0,11,3
relative,47,1,12,4
relative,32,0,13,4
relative,39,0,15,6
relative,41,0,14,4
relative,52,1,15,6
relative,44,0,13,4
relative,27,0,12,4
relative,36,0,13,4
relative,47,1,12,4
relative,43,1,11,3
relative,38,0,14,5
relative,28,0,13,4
relative,38,0,12,3
relative,31,0,12,3
relative,47,1,14,5
relative,42,0,13,4
relative,44,1,13,4
relative,39,0,12,4
relative,37,0,10,2
relative,41,1,12,3
relative,36,0,14,5
relative,41,0,14,5
relative,49,1,16,5
relative,48,0,15,5
relative,42,0,15,5
relative,37,0,14,5
relative,43,1,16,4
relative,46,0,15,5
relative,49,1,14,5
relative,46,0,14,5
relative,43,0,13,5
relative,41,0,16,4
relative,47,1,16,6
relative,41,0,16,5
relative,47,1,14,5
relative,43,0,15,5
relative,45,0,14,5
relative,50,1,17,5
relative,47,0,13,5
relative,47,0,13,5
relative,51,1,14,5
relative,48,0,17,6
relative,43,1,10,3
relative,30,0,12,4
relative,37,0,14,5
relative,46,1,13,5
relative,34,0,13,4
relative,41,0,17,6
relative,30,0,10,3
relative,41,1,13,5
relative,39,0,13,4
relative,41,0,13,4
relative,47,1,14,5
relative,27,0,13,4
relative,39,1,13,5
relative,36,0,10,2
relative,32,0,13,4
relative,35,0,15,5
relative,47,1,12,4
relative,39,0,13,5
relative,37,0,14,4
relative,40,0,12,3
relative,41,1,12,4
relative,50,1,12,4
relative,45,0,14,5
relative,45,0,14,6
relative,51,1,17,5
relative,45,0,13,5
relative,30,0,15,5
relative,38,0,14,5
relative,46,0,15,5
relative,54,1,12,5
relative,52,1,14,4
relative,43,0,16,5
relative,38,0,14,5
relative,42,0,13,4
relative,47,0,14,5
relative,49,1,14,4
relative,43,0,15,5
relative,49,1,12,4
relative,31,0,17,5
relative,42,0,13,4
relative,40,0,13,5
relative,48,1,17,5
relative,40,0,12,4
relative,37,0,15,5
relative,49,1,17,6
relative,32,0,13,4
relative,39,0,14,5
relative,40,1,15,5
relative,50,1,13,4
relative,37,0,12,3
relative,47,0,17,6
relative,26,0,17,5
relative,54,1,14,5
relative,42,0,13,5
relative,41,1,15,5
relative,36,0,13,3
relative,37,0,12,4
relative,41,1,13,4
relative,37,0,13,3
relative,39,0,13,5
relative,52,1,17,6
relative,36,0,13,4
relative,41,0,14,5
relative,37,0,17,5
relative,40,0,13,4
relative,44,1,13,4
relative,33,0,13,4
relative,32,0,11,2
relative,36,1,11,3
relative,48,0,16,5
relative,52,1,14,5
relative,48,0,14,5
relative,46,1,16,5
relative,33,0,14,5
relative,45,0,13,5
relative,40,1,15,6
relative,37,0,14,5
relative,37,0,11,3
relative,46,1,13,5
relative,39,0,15,5
relative,36,0,14,5
relative,46,1,13,4
relative,34,0,15,6
relative,36,0,15,5
relative,34,0,14,5
relative,45,1,15,5
relative,44,0,12,4
relative,34,0,15,5
relative,50,1,15,4
relative,46,0,14,5
relative,43,0,16,6
relative,52,1,13,4
relative,37,0,17,5
relative,40,0,12,3
relative,50,1,14,5
relative,36,0,14,4
relative,52,1,16,6
relative,30,0,15,5
relative,50,0,13,5
relative,40,0,12,4
relative,45,1,14,4
relative,35,0,11,4
relative,36,0,10,3
relative,46,1,14,5
relative,37,0,13,4
relative,24,0,12,3
relative,28,0,13,4
relative,40,1,12,4
relative,43,1,15,4
relative,37,0,12,4
relative,43,1,13,4
relative,51,1,14,5
relative,34,0,16,4
relative,46,0,13,4
relative,41,0,12,5
relative,52,1,15,5
relative,33,0,13,5
relative,30,0,14,4
relative,37,0,15,5
relative,39,1,11,4
relative,49,0,14,5
relative,44,0,16,5
relative,57,1,15,5
relative,35,0,15,4
relative,57,1,15,5
relative,36,0,14,5
relative,39,0,17,5
relative,48,0,15,5
relative,53,1,13,5
relative,40,0,17,6
relative,35,0,13,4
relative,47,1,13,5
relative,43,0,13,4
relative,43,0,15,5
relative,47,1,15,5
relative,42,0,17,5
relative,46,1,13,5
relative,34,0,10,3
relative,36,0,12,4
relative,35,0,14,4
relative,52,1,11,3
relative,42,0,16,6
relative,48,0,14,5
relative,59,1,13,4
relative,42,1,15,5
relative,36,0,14,5
relative,42,1,13,4
relative,41,0,12,3
relative,45,1,11,3
relative,41,0,14,5
relative,43,0,14,5
relative,46,1,15,5
relative,40,0,13,4
relative,39,0,14,4
relative,36,0,12,4
relative,50,1,16,4
relative,42,0,15,6
relative,57,1,15,5
relative,35,0,12,5
relative,48,1,12,4
relative,41,0,13,4
relative,42,0,15,5
relative,36,0,11,3
relative,43,1,14,5
relative,35,0,14,5
relative,43,0,16,6
relative,48,1,14,4
relative,40,0,13,4
relative,51,1,10,3
relative,35,0,14,4
relative,38,0,11,3
relative,43,0,17,5
relative,35,0,13,5
relative,60,1,14,5
relative,50,1,14,5
relative,48,0,14,5
relative,35,0,15,4
relative,38,0,13,4
relative,52,1,14,5
relative,37,0,12,4
relative,52,1,15,4
relative,29,0,12,4
relative,28,0,12,4
relative,37,0,10,2
relative,51,1,14,5
relative,36,0,13,4
relative,54,1,13,6
relative,38,0,16,5
relative,43,0,17,5
relative,33,0,15,5
relative,34,0,11,3
relative,45,1,12,3
relative,48,0,16,5
relative,45,0,12,4
relative,51,1,13,5
relative,42,1,13,4
relative,37,0,14,5
relative,40,0,13,4
relative,36,0,13,4
relative,26,0,13,4
relative,43,1,13,4
relative,50,1,17,6
relative,40,0,13,4
relative,47,0,14,5
relative,48,1,14,5
relative,37,0,13,4
relative,42,0,11,3
relative,48,1,16,5
relative,36,0,14,5
relative,36,0,12,4
relative,36,0,14,5
relative,46,0,16,5
relative,48,1,14,5
relative,43,1,13,4
relative,35,0,16,5
relative,37,0,13,5
relative,20,0,11,2
relative,37,1,15,5
relative,35,0,11,3
relative,33,0,11,3
relative,45,1,13,3
relative,33,0,14,4
relative,49,1,14,5
relative,36,0,13,4
relative,47,0,15,5
relative,50,1,14,5
relative,42,0,12,4
relative,37,0,17,5
relative,50,1,13,4
relative,36,0,13,4
relative,42,0,12,5
relative,38,0,17,6
relative,47,0,12,4
relative,48,1,15,5
relative,35,0,12,4
relative,44,1,12,3
relative,36,0,14,5
relative,48,1,14,5
relative,46,0,15,5
relative,42,0,14,5
relative,45,0,12,4
relative,45,0,13,5
relative,53,1,17,5
relative,37,0,14,5
relative,42,0,16,4
relative,43,1,12,4
relative,48,1,12,4
relative,41,0,12,4
relative,45,0,15,6
relative,36,0,13,4
relative,44,1,13,4
relative,42,0,12,4
relative,51,1,12,4
relative,35,0,13,4
relative,43,0,15,6
relative,44,1,14,5
relative,39,0,11,3
relative,36,0,13,4
relative,43,1,15,5
relative,34,0,14,5
relative,43,1,12,4
relative,45,1,14,4
relative,44,0,13,5
relative,36,0,16,5
relative,38,1,14,4
relative,28,0,13,5
relative,36,0,13,5
relative,44,0,13,4
relative,51,1,13,5
relative,46,0,17,5
relative,42,1,13,5
relative,38,0,12,3
relative,32,0,13,3
relative,37,0,12,3
relative,39,0,13,5
relative,46,1,13,3
relative,37,0,12,4
relative,45,1,14,5
relative,31,0,14,4
relative,50,0,17,5
relative,34,0,14,5
relative,52,1,14,4
relative,44,1,15,5
relative,38,0,13,4
relative,38,0,10,3
relative,51,1,13,5
relative,40,0,12,3
relative,38,0,13,4
relative,38,0,14,4
relative,43,1,14,5
relative,35,0,11,3
relative,52,1,13,4
relative,35,0,16,5
relative,51,0,15,6
relative,48,1,16,6
relative,41,0,12,4
relative,45,0,15,5
relative,51,1,15,5
relative,44,0,17,6
relative,34,0,13,4
relative,31,0,14,5
relative,38,0,11,3
relative,49,1,12,4
relative,37,0,14,5
relative,47,1,12,4
relative,32,0,13,3
relative,40,0,14,5
relative,53,1,17,6
relative,40,0,13,4
relative,44,1,17,6
relative,33,0,13,5
relative,38,0,13,4
relative,30,0,15,5
relative,51,1,16,5
relative,48,0,14,5
relative,47,1,14,5
relative,36,0,16,5
relative,42,0,13,4
relative,35,0,13,4
relative,40,0,17,5
relative,48,1,14,5
relative,44,0,13,4
relative,39,0,14,5
relative,48,1,13,5
relative,49,1,12,3
relative,47,0,14,4
relative,35,0,13,5
relative,39,0,14,5
relative,41,0,14,5
relative,50,1,13,5
relative,39,0,16,4
relative,41,0,14,5
relative,55,1,14,6
relative,41,1,14,4
relative,39,0,13,4
relative,39,0,13,5
relative,30,0,14,4
relative,42,0,14,4
relative,47,1,13,5
relative,41,0,12,4
relative,46,0,16,5
relative,49,1,14,4
relative,43,0,12,3
relative,37,0,13,4
relative,44,1,14,5
relative,28,0,12,3
relative,42,1,12,4
relative,40,0,14,5
relative,38,0,16,5
relative,39,0,13,4
relative,45,1,15,6
relative,34,0,11,3
relative,46,1,17,6
relative,44,0,13,5
relative,43,0,15,5
relative,56,1,14,5
relative,32,0,14,4
relative,40,0,12,3
relative,41,1,14,4
relative,33,0,12,3
relative,41,0,13,5
relative,42,1,14,5
relative,35,0,13,3
relative,50,1,12,4
relative,39,0,16,5
relative,45,0,14,4
relative,32,0,12,3
relative,53,1,14,5
relative,39,0,12,3
relative,33,0,15,5
relative,34,0,12,4
relative,37,1,12,3
relative,45,0,14,5
relative,38,0,14,4
relative,49,1,16,6
relative,44,0,13,4
relative,47,1,13,4
relative,47,1,13,5
relative,48,1,15,5
relative,37,0,11,4
relative,47,0,16,6
relative,52,1,15,5
relative,39,0,14,5
relative,34,0,16,4
relative,51,1,15,5
relative,41,0,12,4
relative,39,0,16,6
relative,49,1,14,5
relative,31,0,12,4
relative,40,0,10,2
relative,44,1,16,5
relative,43,0,14,5
relative,40,0,14,4
relative,55,1,12,4
relative,39,0,13,4
relative,40,0,14,5
relative,36,0,12,3
relative,35,0,13,4
relative,41,1,14,5
relative,32,0,12,3
relative,40,0,14,5
relative,41,1,11,3
relative,49,1,12,3
relative,47,0,13,4
relative,45,0,15,6
relative,44,1,17,6
relative,42,0,14,5
relative,41,0,12,3
relative,37,0,14,5
relative,39,0,17,6
relative,44,1,12,4
relative,43,0,13,4
relative,45,1,17,6
relative,42,0,13,6
relative,38,0,16,4
relative,56,1,13,5
relative,45,0,14,4
relative,36,0,13,5
relative,46,1,16,4
relative,38,0,12,5
relative,33,0,13,4
relative,36,0,14,5
relative,44,1,11,3
relative,40,0,12,3
relative,53,1,13,4
relative,37,0,13,4
relative,54,1,14,5
relative,47,0,14,5
relative,38,0,15,5
relative,45,1,16,5
relative,35,0,13,4
relative,43,0,13,5
relative,51,0,11,3
relative,47,0,13,4
relative,52,1,13,5
relative,34,0,15,5
relative,36,0,13,5
relative,45,1,16,4
relative,39,0,14,5
relative,49,1,13,3
relative,44,0,11,3
relative,37,0,17,5
relative,38,0,13,5
relative,39,1,15,6
relative,37,0,11,3
relative,38,0,13,4
relative,45,1,15,5
relative,42,0,13,5
relative,41,0,14,4
relative,47,1,14,5
relative,45,1,13,5
relative,42,0,12,4
relative,43,0,16,6
relative,50,1,14,5
relative,39,0,14,5
relative,46,0,17,5
relative,33,0,13,4
relative,54,1,14,5
relative,32,0,15,4
relative,52,1,14,5
relative,39,0,14,4
relative,41,0,16,5
relative,41,0,13,4
relative,55,1,14,5
relative,39,0,16,6
relative,37,0,12,4
relative,22,0,12,3
relative,50,1,15,6
relative,52,1,13,4
relative,39,0,15,4
relative,38,0,16,6
relative,35,0,12,4
relative,40,0,16,4
relative,44,1,15,5
relative,33,0,15,6
relative,35,0,15,4
relative,40,1,14,5
relative,40,0,13,4
relative,43,0,13,5
relative,47,1,15,6
relative,48,0,14,5
relative,51,1,17,5
relative,41,0,14,5
relative,43,1,14,5
relative,40,0,14,6
relative,38,0,13,3
relative,48,1,14,5
relative,40,0,14,5
relative,38,0,12,3
relative,42,0,13,5
relative,36,0,13,4
relative,45,1,15,5
relative,31,0,11,3
relative,52,1,13,4
relative,35,0,13,4
relative,48,1,14,5
relative,45,0,12,4
relative,34,0,13,4
relative,46,1,14,5
relative,41,0,13,4
relative,38,0,11,3
relative,31,0,14,4
relative,35,0,13,4
relative,42,1,15,5
relative,40,0,16,4
relative,49,1,12,4
relative,43,0,16,6
relative,32,0,15,4
relative,40,0,14,5
relative,41,1,14,5
relative,42,0,11,3
relative,45,1,14,5
relative,36,0,13,4
relative,41,0,14,4
relative,56,1,13,5
relative,40,0,16,5
relative,33,0,15,5
relative,29,0,14,4
relative,53,1,11,4
relative,37,0,14,5
relative,41,0,13,5
relative,51,1,17,5
relative,46,1,17,5
relative,33,0,14,5
relative,40,0,13,5
relative,42,0,14,5
relative,43,0,13,5
relative,48,1,15,5
relative,43,0,14,5
relative,39,0,10,3
relative,46,1,13,4
relative,46,0,12,4
relative,42,0,14,6
relative,58,1,16,5
relative,37,0,12,4
relative,41,0,15,6
relative,43,1,13,4
relative,33,0,11,3
relative,49,1,14,5
relative,40,0,15,5
relative,37,1,14,5
relative,34,0,12,3
relative,33,0,12,4
relative,48,0,14,5
relative,51,1,13,5
relative,44,0,16,5
relative,44,0,14,5
relative,36,0,16,4
relative,55,1,14,5
relative,45,1,15,6
relative,30,0,12,4
relative,39,0,13,5
relative,47,1,14,5
relative,40,0,13,4
relative,43,0,12,4
relative,33,0,14,4
relative,50,1,12,3
relative,43,0,12,4
relative,36,0,11,4
relative,41,0,14,5
relative,43,1,12,3
relative,51,1,14,5
relative,43,0,11,3
relative,35,0,15,5
relative,43,1,14,5
relative,41,0,16,5
relative,41,0,14,5
relative,52,1,11,3
relative,34,0,15,6
relative,42,0,14,5
relative,38,0,14,5
relative,45,1,12,3
relative,42,0,11,3
relative,47,1,17,4
relative,43,0,13,5
relative,37,0,14,5
relative,43,0,14,4
relative,44,1,16,5
relative,42,0,14,5
relative,42,0,15,6
relative,52,1,15,5
relative,39,0,13,4
relative,37,0,14,5
relative,52,1,16,5
relative,41,0,12,4
relative,39,0,13,4
relative,45,0,11,2
relative,49,1,17,6
relative,48,1,13,5
relative,42,0,15,5
relative,42,0,13,4
relative,50,1,15,5
relative,45,0,13,5
relative,38,0,16,5
relative,50,1,17,6
relative,39,0,12,3
relative,50,1,13,5
relative,50,1,13,4
relative,46,0,14,5
relative,22,0,13,4
relative,37,0,16,5
relative,44,0,13,5
relative,47,1,13,4
relative,49,1,13,5
relative,42,0,17,5
relative,40,0,13,4
relative,45,0,13,5
relative,40,0,13,4
relative,46,1,17,5
relative,43,0,13,4
relative,56,1,13,5
relative,36,0,16,6
relative,50,1,16,6
relative,33,0,12,4
relative,40,0,13,4
relative,50,1,13,4
relative,42,0,14,5
relative,41,0,16,5
relative,45,1,13,5
relative,39,0,13,3
relative,36,0,13,4
relative,39,1,15,5
relative,32,0,12,4
relative,35,0,17,5
relative,51,0,13,4
relative,42,0,13,5
relative,55,1,14,5
relative,39,0,16,5
relative,58,1,14,5
relative,45,0,14,5
relative,40,1,11,3
relative,32,0,12,3
relative,37,0,12,4
relative,41,1,11,4
relative,40,0,12,3
relative,35,0,14,5
relative,33,0,13,5
relative,35,1,13,3
relative,34,0,12,3
relative,28,0,11,3
relative,30,0,14,4
relative,43,1,14,4
relative,47,0,13,5
relative,34,0,12,3
relative,53,1,17,6
relative,43,1,16,4
relative,38,0,14,5
relative,38,0,14,5
relative,38,0,12,4
relative,30,0,13,4
relative,42,1,16,6
relative,56,1,13,5
relative,44,0,13,4
relative,41,0,16,5
relative,44,1,13,4
relative,36,0,15,5
relative,37,0,10,3
relative,33,0,12,4
relative,44,1,15,5
relative,37,0,12,4
relative,43,0,16,5
relative,44,0,14,5
relative,46,1,15,6
relative,41,0,17,5
relative,41,0,13,4
relative,51,1,14,5
relative,36,0,12,4
relative,48,0,16,5
relative,49,1,15,5
relative,46,0,13,5
relative,39,0,13,5
relative,52,1,16,4
relative,42,0,15,5
relative,44,0,15,4
relative,55,1,13,5
relative,45,1,14,4
relative,38,0,15,5
relative,43,0,13,4
relative,35,0,16,5
relative,37,1,17,6
relative,33,0,12,4
relative,24,0,11,3
relative,57,1,13,4
relative,50,0,13,4
relative,44,1,15,4
relative,34,0,15,5
relative,44,1,13,4
relative,35,0,15,4
relative,44,0,12,5
relative,47,1,14,4
relative,40,1,11,4
relative,38,0,15,5
relative,39,0,13,4
relative,37,0,13,5
relative,39,0,16,4
relative,56,1,15,6
relative,37,0,16,5
relative,50,1,15,6
relative,41,0,14,4
relative,40,0,12,4
relative,34,0,14,5
relative,50,1,17,5
relative,49,1,12,4
